claim,headline,question,parts,label,part
آیا واقعا جغد شوم است؟!! / شایعه 0434,آیا واقعا جغد شوم است؟!! ,0,0.0,Agree,
آیا واقعا جغد شوم است؟!! / شایعه 0434,چرا جغد شوم است؟,0,0.0,Agree,
آیا واقعا جغد شوم است؟!! / شایعه 0434,خلاصه پرسش آیا بنابر روایات، آواز شبانگاهان جغدها، نوعی عزاداری برای امام حسین(ع) است؟,0,0.0,Unrelated,
آیا واقعا جغد شوم است؟!! / شایعه 0434,آیا جغد شوم است؟,0,0.0,Agree,
آیا واقعا جغد شوم است؟!! / شایعه 0434, آیا واقعاً جغد شوم است؟,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,تفاوت ان شاء الله و انشاالله,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,ایشاالله، انشاالله و ان شاءالله گفتن چه تفاوتی دارد؟,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,ایشاالله، انشاءالله و ان شاءالله چه تفاوتی با یکدیگر دارند؟,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,تفاوت ایشاالله،انشاالله و ان‌شاءالله ,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ ,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,فرق ان شالله و انشالله,0,0.0,Agree,
تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟ / شایعه 0433,تفاوت ایشاالله ، انشاالله و ان شاءالله درکجاست؟,0,0.0,Agree,
نظر متفاوت امام خمینی و رضاخان در مورد فرار مغزها ! / شایعه 0432,پاسخ عجیب معاون رئیس جمهور به آمار فرار مغزها! ,0,0.0,Unrelated,
نظر متفاوت امام خمینی و رضاخان در مورد فرار مغزها ! / شایعه 0432,واکنش رهبر انقلاب به انتقادات تند جوانِ نخبه‌ ناامید از وضع کشور,0,0.0,Unrelated,
نظر متفاوت امام خمینی و رضاخان در مورد فرار مغزها ! / شایعه 0432,"""جهنم که فرار کردند این مغزها!""",0,0.0,Unrelated,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,چرا در قرآن کریم درباره برف هیچ آیه‌ای وجود ندارد؟,0,0.0,Agree,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,چرا در قرآن حرفی از برف زده نشده است؟,0,0.0,Agree,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,در كدام آيه قرآن در مورد «برف» صحبت شده است,0,0.0,Disagree,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,چرا در قرآن به برف اشاره نشده است؟,0,0.0,Agree,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,در قرآن حرفی از برف یا برق زده نشده است. چرا؟ چون در گرمای صحرای عربستان برف نمی‌باریده که با آن آشنایی داشته باشند و مردم در آن زمان نمی‌فهمیدند که برق یعنی چه...، جواب‌هایی داده‌ایم، اما پاسخ کامل‌تری می‌خواهم‌؟ (دانش‌آموز ریاضی فیزیک / تهران – و عده‌ای دیگر از دوستان),0,0.0,Agree,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,چرا در قرآن حرفی از برف زده نشده است؟,0,0.0,Agree,
در قرآن حرفی از برف زده نشده است ! / شایعه 0431,ﺩﺭ ﻗﺮﺍﻥ ﺣﺮﻓﯽ ﺍﺯ ﺑﺮﻑ ﺯﺩﻩ ﻧﺸﺪﻩ ﺍﺳﺖ,0,0.0,Agree,
شاهنشاه آریامهر، دکترای حقوق فرانسه! / شایعه 0430,شاهنشاه آریا مهر، دکترای حقوق فرانسه! ,0,0.0,Agree,
شاهنشاه آریامهر، دکترای حقوق فرانسه! / شایعه 0430,تحصیلات محمدرضا شاه چه بود؟,0,0.0,Unrelated,
شاهنشاه آریامهر، دکترای حقوق فرانسه! / شایعه 0430,شاهنشاه آریامهر، اصالت شهرستان آلاشت مازندران، دکترای حقوق فرانسه ، دکترای جامعه شناسی..,0,0.0,Agree,
شاهنشاه آریامهر، دکترای حقوق فرانسه! / شایعه 0430,شاهنشاه آریامهر، دکترای حقوق فرانسه!,0,0.0,Agree,
تعطیلی زندانهای هلند با کم شدن جرائم و بیشترین افراد بی دین! / شایعه 0429 ,تعطیلی زندانهای هلند با کم شدن جرائم و بیشترین افراد بی دین!,0,0.0,Agree,
فستیوال آبجوخوری فلسطین! / شایعه 0428,پاسخ به شایعه «جشنواره آبجو خوری مردم فلسطین و استخر مختلط در لبنان» ,0,0.0,Disagree,
فستیوال آبجوخوری فلسطین! / شایعه 0428,تدابیر امنیتی بزرگترین جشن آبجو‌خوری ,0,0.0,Unrelated,
فستیوال آبجوخوری فلسطین! / شایعه 0428,فستیوال آبجوخوری فلسطین! ,0,0.0,Agree,
فستیوال آبجوخوری فلسطین! / شایعه 0428,جشن آبجوی اکتبر در فلسطین,0,0.0,Agree,
کشف موجود افسانه ای تخت جمشید در سواحل امریکا! / شایعه 0427,موجودی عجیب شبیه سر ستون های تخت جمشید,0,0.0,Unrelated,
کشف موجود افسانه ای تخت جمشید در سواحل امریکا! / شایعه 0427,کشف لاشه ی موجود افسانه ای تخت جمشید “گریفن” در کرانه دریاچه ارومیه! ,0,0.0,Unrelated,
کشف موجود افسانه ای تخت جمشید در سواحل امریکا! / شایعه 0427,موجود عجیب کشف شده در ساحل چالوس چیست؟,0,0.0,Unrelated,
کشف موجود افسانه ای تخت جمشید در سواحل امریکا! / شایعه 0427,موجود افسانه ای تخت جمشید در سواحل آمریکا ,0,0.0,Agree,
کشف موجود افسانه ای تخت جمشید در سواحل امریکا! / شایعه 0427,شایعه مشاهده موجودی عجیب در سواحل چالوس,0,0.0,Unrelated,
فرق بین گاو پرست با خدا پرست مسلمان! / شایعه 0426,آيا هندوان بت پرست هستند.,0,0.0,Unrelated,
فرق بین گاو پرست با خدا پرست مسلمان! / شایعه 0426,فرق بین گاو پرست با خدا پرست مسلمان! ,0,0.0,Agree,
فرق بین گاو پرست با خدا پرست مسلمان! / شایعه 0426,فرق بین گاو پرست با خدا پرست,0,0.0,Agree,
فرق بین گاو پرست با خدا پرست مسلمان! / شایعه 0426,فرق بین گاو پرست با خدا پرست,0,0.0,Agree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,نصب تابلوی حوریان برهنه در دیدار روحانی با پاپ,0,0.0,Agree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,دیدار روحانی زیر تابلوی حوریان بهشتی از شایعه تا واقعیت,0,0.0,Agree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,دیدار رئیس جمهور با پاپ زیر عکس حوریان برهنه بهشتی!,0,0.0,Agree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,عکس زیبای رئیس جمهور و پاپ فرانسیس زیر حوریان بهشتی ! ,0,0.0,Agree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,شایعه ای درباره روحانی و تابلوی حوریان برهنه! ,0,0.0,Discuss,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,عکس شایعه تابلو حوریان برهنه در دیدار حسن روحانی و پاپ فرانسیس,0,0.0,Discuss,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,عکس جعلی روحانی با حوریان برهنه ,0,0.0,Disagree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,تابلوی حوریان بدون لباس در دیدار روحانی با پاپ!,0,0.0,Agree,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,شایعه نصب تابلوی حوریان برهنه در دیدار روحانی با پاپ ,0,0.0,Discuss,
دیدار رئیس جمهور با پاپ زیر عکس حوریان بهشتی! / شایعه 0425,شایعه ای درباره روحانی و تابلوی حوریان برهنه! ,0,0.0,Discuss,
بوعلی سینا دانشمندی که کلیت مذاهب را زیر سوال برد! / شایعه 0424,ﺑﻮﻋﻠﯽ ﺳﯿﻨﺎ ﺩﺍﻧﺸﻤﻨﺪﯼ ﮐﻪ ﮐﻠﯿﺖ ﻣﺬﺍﻫﺐ ﺭﺍ ﺯﯾﺮ ﺳﻮﺍﻝ ﺑﺮﺩ!,0,0.0,Agree,
بوعلی سینا دانشمندی که کلیت مذاهب را زیر سوال برد! / شایعه 0424,ابوعلی سینا دانشمندی که کلیت مذاهب را زیر سوال برد ,0,0.0,Agree,
بوعلی سینا دانشمندی که کلیت مذاهب را زیر سوال برد! / شایعه 0424,وهابیها ابوعلی سینا را کافر معرفی کردند! ,0,0.0,Unrelated,
بوعلی سینا دانشمندی که کلیت مذاهب را زیر سوال برد! / شایعه 0424,آقای دکترینال این بار اهل بیت امام حسین(ع) را زیر سوال برد! + فیلم + فایل صوتی توصیف مقام حضرت زینب(س) از زبان رهبر انقلاب ,0,0.0,Unrelated,
اطلاع رسانی ثبت نام سهام عدالت! / شایعه 0423,سامانه رسمی سهام عدالت راه‌اندازی شد,0,0.0,Unrelated,
فاطمه زهرا(س) الگوی اجباری زنان ایران ! / شایعه 0422,فاطمه زهرا(س) الگوی اجباری زنان ایران !,0,0.0,Agree,
فاطمه زهرا(س) الگوی اجباری زنان ایران ! / شایعه 0422,بانو گوهرشاد و بانو ستی فاطمه الگوهای دست‌یافتنی برای زنان ایرانی,0,0.0,Unrelated,
فاطمه زهرا(س) الگوی اجباری زنان ایران ! / شایعه 0422,﻿ حضرت فاطمه (س)، الگوی جاودانه ای برای تمام زنان ,0,0.0,Unrelated,
فاطمه زهرا(س) الگوی اجباری زنان ایران ! / شایعه 0422,فاطمه زهرا(س) برای همیشه تاریخ برترین الگوی زنان جهان است ,0,0.0,Unrelated,
فاطمه زهرا(س) الگوی اجباری زنان ایران ! / شایعه 0422,برگزاری مراسم ولادت فاطمه زهرا(س) و روز زن ,0,0.0,Unrelated,
فاطمه زهرا(س) الگوی اجباری زنان ایران ! / شایعه 0422,حضرت فاطمه زهرا (س) الگوی تمام زنان مسلمان است,0,0.0,Unrelated,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,توصیه پرفسور چینی در زمان ایجاد سکته,0,0.0,Agree,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,توصیه های یک پروفسور چینی:,0,0.0,Unrelated,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,توصیه برای افراد دچار سکته مغزی,0,0.0,Unrelated,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,نجات فوری بیمار سکته مغزی با سوزن خیاط,0,0.0,Unrelated,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,سکته مغزی همیشه در می‌زند، بعد وارد می‌شود ,0,0.0,Unrelated,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,هشدار به کسانی که سکته کرده‌اند:تا ۵ سال خطر بیخ‌گوش‌تان است!,0,0.0,Unrelated,
توصیه های یک پرفسور چینی در هنگام سکته مغزی ! / شایعه 0421,چگونه با یک سوزن بیمار سکته مغزی را نجات دهیم؟,0,0.0,Unrelated,
مسلمان شدن سونیتا ویلیامز، فضانورد هندی تبار! / شایعه 0420,مسلمان شدن سونیتا ویلیامز!!,0,0.0,Agree,
مسلمان شدن سونیتا ویلیامز، فضانورد هندی تبار! / شایعه 0420,خانم سونیا ویلیامز فضانورد هندی که مسلمان شد ...,0,0.0,Agree,
مسلمان شدن سونیتا ویلیامز، فضانورد هندی تبار! / شایعه 0420,مسلمان شدن سونیتا ویلیامز,0,0.0,Agree,
مسلمان شدن سونیتا ویلیامز، فضانورد هندی تبار! / شایعه 0420,زن مسیحی که در بازگشت از فضا مسلمان شد,0,0.0,Unrelated,
مناظره کافر و مسلمان؛ اسلام واقعی یعنی داعش ! / شایعه 0419,مناظره کافر و مسلمان؛ اسلام واقعی یعنی داعش ! ,0,0.0,Agree,
اجبار دولت عراق به مردان، برای ازدواج دوم! / شایعه 0418,تمایل ۴۸ درصدی دختران جوان برای همسر دوم شدن,0,0.0,Unrelated,
اجبار دولت عراق به مردان، برای ازدواج دوم! / شایعه 0418, میلیون‌ بدهید، بدون حکم دادگاه همسر دوم بگیرید!,0,0.0,Unrelated,
چاپ تصویر دکتر مصدق بر روی اسکناس عراقی! / شایعه 0417,چاپ تصویر دکتر مصدق بر روی اسکناس عراقی!,0,0.0,Agree,
چاپ تصویر دکتر مصدق بر روی اسکناس عراقی! / شایعه 0417,چاپ اسكناس 25 ديناري در عراق با تصوير دكتر محمد مصدق!,0,0.0,Agree,
چاپ تصویر دکتر مصدق بر روی اسکناس عراقی! / شایعه 0417,چاپ اسکناس 25 دیناری در عراق با تصویر دکتر محمد مصدق ,0,0.0,Agree,
چاپ تصویر دکتر مصدق بر روی اسکناس عراقی! / شایعه 0417,مشاهیر و چهره‌های ایرانی بر روی اسکناس ایرانی,0,0.0,Unrelated,
چاپ تصویر دکتر مصدق بر روی اسکناس عراقی! / شایعه 0417,چرا خزانه دولت مصدق خالی بود؟ / ماجرای ۵ میلیارد دلاری که انگلیس بُرد و فقط ۱۱۰ میلیون لیره به ایران رسید ,0,0.0,Unrelated,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,صحن حضرت زهرا (س) در نجف افتتاح می شود,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,افتتاح صحن حضرت زهرا (س) در نجف اشرف ,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,صحن حضرت زهرا(س) در نجف به وسعت ۲۲۰ هزار مترمربع در آستانه افتتاح ,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416," ""صحن حضرت زهرا (س)"" به‌عنوان بزرگ‌ترین پروژه عمرانی جهان اسلام در آستانه بهره‌برداری ",0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,عید غدیر، افتتاح صحن حضرت زهرا (س) در نجف اشرف ,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,افتتاح صحن حضرت زهرا (س) در نجف اشرف تا پایان مهرماه,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,صحن حضرت زهرا(س) در نجف در آستانه افتتاح,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,صحن حضرت زهرا (س) در نجف اشرف به طور رسمی افتتاح می شود,0,0.0,Agree,
افتتاح صحن حضرت زهرا(س) در نجف! / شایعه 0416,اسکان۷۰هزار زائر اربعین در صحن حضرت زهرا (س) ,0,0.0,Unrelated,
سریال پر از دروغ و لجن پراکنی معمای شاه! / شایعه 0415,سریال پر از دروغ و لجن پراکنی معمای شاه!  https://sajedin.kowsarblog.ir/,0,0.0,Agree,
سریال پر از دروغ و لجن پراکنی معمای شاه! / شایعه 0415,پوشش بازیگران در جشن حافظ,0,0.0,Unrelated,
فلسطین هم به قطعنامه عربستان رای مثبت داد ! / شایعه 0414,آیا فلسطینی‌ها با عربستان علیه ایران همدست شدند؟,0,0.0,Discuss,
انتشار عکس تخریب برج میلاد در جنگ، توسط عربستان ! / شایعه 0413,واقعیت ماجرای تهدید نظامی عربستان با انتشار تصویر حمله به برج میلاد +عکس,0,0.0,Discuss,
فیلم عملیات چریکهای ایران و روسیه در الرمادی علیه داعش! / شایعه 0412,داعش دو سرباز ترکیه‌ای را با سوزاندن اعدام کرد,0,0.0,Unrelated,
فیلم عملیات چریکهای ایران و روسیه در الرمادی علیه داعش! / شایعه 0412,جنایت وحشتناک تکفیری‌ها در یک روستا  ,0,0.0,Unrelated,
فروش کفن ضد عذاب قبر! / شایعه 0411,فروش کفن های ضد عذاب قبر در ترکیه!,0,0.0,Agree,
فروش کفن ضد عذاب قبر! / شایعه 0411,فروش کفن ضد آتش و عذاب قبر! ,0,0.0,Agree,
فروش کفن ضد عذاب قبر! / شایعه 0411,فروش کفن های ضد عذاب قبر در ترکیه,0,0.0,Agree,
فروش کفن ضد عذاب قبر! / شایعه 0411,تکذیب واردات پارچه کفن از هند,0,0.0,Unrelated,
سفینه فضایی در چالوس و نور در ایران! / شایعه 0410,بشقاب پرنده در چالوس؟ رویا یا واقعیت,0,0.0,Discuss,
سفینه فضایی در چالوس و نور در ایران! / شایعه 0410,بشقاب پرنده در آسمان جاده چالوس؛ شایعه یا واقعیت؟,0,0.0,Discuss,
سفینه فضایی در چالوس و نور در ایران! / شایعه 0410,مشاهده موجودی عجیب در سواحل چالوس + عکس,0,0.0,Unrelated,
جنگی که فقط 3 ساعت طول کشید ! / شایعه 0409,سابقه درگیری نظامی ایران و عراق پیش از انقلاب در سال 57,0,0.0,Unrelated,
جنگی که فقط 3 ساعت طول کشید ! / شایعه 0409,جنگی که فقط 3 ساعت طول کشید !,0,0.0,Agree,
جنگی که فقط 3 ساعت طول کشید ! / شایعه 0409,جنگی که فقط ۳ ساعت طول کشید,0,0.0,Agree,
جنگی که فقط 3 ساعت طول کشید ! / شایعه 0409,جنگی که شش روز طول کشید!,0,0.0,Unrelated,
اظهارات شاه عربستان برای منع جهانی ورود ایرانیان ! / شایعه 0408,برادر شاه عربستان ورود ریاض به مواجهه با ایران را فاجعه بار دانست,0,0.0,Unrelated,
اظهارات شاه عربستان برای منع جهانی ورود ایرانیان ! / شایعه 0408,واکنش وزیر دفاع آمریکا به پیشنهاد ملک عبدالله برای حمله به ایران,0,0.0,Unrelated,
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,دستگیری ساندویچ فروش داعشی در کرمانشاه ,0,0.0,Agree,
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,دستگیری ساندویچ فروش داعشی در کرمانشاه ,0,0.0,Agree,
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407,دستگیری «ساندویچ فروش داعشی در ایران» دروغ است,0,0.0,Disagree,
دستگیری ساندویچی آلوده به ایدز داعش در کرمانشاه! / شایعه 0407, آلودگی میکروبی، برخی فروشگاه های خوراکی شیراز را تعطیل کرد,0,0.0,Unrelated,
سخنان محسن رضایی در خصوص حمله نزدیک عربستان به ایران! / شایعه 0406,محسن رضایی: رفتار عربستان شبیه تحولات عراق پیش از حمله به ایران است,0,0.0,Agree,
سخنان محسن رضایی در خصوص حمله نزدیک عربستان به ایران! / شایعه 0406,طی حمله موشکی؛ یمنی ها عربستان را نقره داغ کردند,0,0.0,Unrelated,
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,بلعیده شدن یک زن توسط مار غول پیکر,0,0.0,Discuss,
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,زن اندونزیایی توسط مار پیتون بلعیده شد,0,0.0,Unrelated,
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,وجود مار آدمخوار در متروی اهواز تکذیب شد,0,0.0,Unrelated,
بلعیده شدن انسان توسط مار در کردستان! / شایعه 0405,تکذیب کشته شدن زن ایرانی توسط چند افغانستانی,0,0.0,Unrelated,
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,‍ واکنش شریعتمداری به قطع رابطه جیبوتی با ایران,0,0.0,Agree,
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,جیبوتی ایران را تهدید کرد,0,0.0,Unrelated,
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,مالدیو روابط خود را با قطر قطع کرد,0,0.0,Unrelated,
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,جیبوتی هم اتفاقات سفارت عربستان در ایران را محکوم کرد,0,0.0,Unrelated,
قطع ارتباط جیبوتی با ایران ! / شایعه 0404,‍ جزیره بحرین، جیبوتی و سودان روابط دیپلماتیک خود را با ایران قطع کردند / امارات سطح روابطش را کاهش داد و قطر، سومالی و مصر بیانیه داد,0,0.0,Agree,
سرطان آیت الله واعظ طبسی و سفر درمانی به آلمان ! / شایعه 0403,وخامت حال واعظ طبسی تکذیب شد,0,0.0,Unrelated,
سرطان آیت الله واعظ طبسی و سفر درمانی به آلمان ! / شایعه 0403, عیادت هاشمی و حسن‌خمینی از واعظ‌ طبسی,0,0.0,Unrelated,
سرطان آیت الله واعظ طبسی و سفر درمانی به آلمان ! / شایعه 0403,آیت‌الله واعظ طبسی درگذشت,0,0.0,Unrelated,
انکار طوفان و کشتی نوح! / شایعه 0402, ساخت «کشتی نوح» چند قرن طول کشید؟ ,0,0.0,Unrelated,
انکار طوفان و کشتی نوح! / شایعه 0402,کدام یک از پسران حضرت نوح (ع) به پیامبری رسید؟! ,0,0.0,Unrelated,
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401,اولین ملکه زیبایی جهان و ایران در سال 1896 ,0,0.0,Agree,
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401, اولین ملکه زیبایی جهان، اهل ایران,0,0.0,Agree,
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401,اولین ملکه زیبایی ایرانی از تربت حیدریه بود,0,0.0,Unrelated,
اولین ملکه زیبایی جهان ایرانی بود! / شایعه 0401,فرار ملکه زیبایی عراق بعد از عکس سلفی با ملکه اسرائیل ,0,0.0,Unrelated,
خودروی داعش در زنجان ! / شایعه 0400,تكذيب حضور داعش در زنجان ,0,0.0,Discuss,
خودروی داعش در زنجان ! / شایعه 0400,تردد خودرویی با علامت داعش در ایران,0,0.0,Agree,
خودروی داعش در زنجان ! / شایعه 0400,تکذیب حضور گروه داعش در زنجان/ فضای جامعه باید برای قانون گریزان و اوباش ناامن شود,0,0.0,Discuss,
خودروی داعش در زنجان ! / شایعه 0400,داعش مسوولیت انفجار خودروی بمب گذاری شده در شهر تلعفر را بر عهده گرفت,0,0.0,Unrelated,
باران اسیدی و باران سرب در تهران ! / شایعه 0399,رد یک شائبه؛ باران تهران اسیدی نبوده است,0,0.0,Disagree,
باران اسیدی و باران سرب در تهران ! / شایعه 0399,باران اسیدی در تهران و شهرهای آلوده,0,0.0,Agree,
باران اسیدی و باران سرب در تهران ! / شایعه 0399,گزارش وزیر، باران آلوده و بیماری هزاران اهوازی دروغ نیست,0,0.0,Unrelated,
حماسه نهم دی، همه آمدند حتی خاوری ! / شایعه 0398,۹ دی ،تبدیل به نقشه راه برای آینده ایران شد,0,0.0,Unrelated,
حماسه نهم دی، همه آمدند حتی خاوری ! / شایعه 0398,احتمال استرداد خاوری به ایران کم است,0,0.0,Unrelated,
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,حماس «تسلیت گفتن» مرگ «علوش» فرمانده «جیش الاسلام» را تکذیب کرد,0,0.0,Discuss,
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,رهبر جیش الاسلام و چندین تن از سران مخالفان سوریه کشته شدند,0,0.0,Unrelated,
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,حماس، پیام تسلیت درباره «علوش» را تکذیب کرد,0,0.0,Discuss,
پیام تسلیت حماس درباره کشته شدن سرکرده جیش الاسلام! / شایعه 0397,«زهران علوش» در سوریه به هلاکت رسید,0,0.0,Unrelated,
آخوندها معاف از سربازی هستند! / شایعه 0396,خدمت سربازی طلاب در ۲۸ نهاد,0,0.0,Disagree,
آخوندها معاف از سربازی هستند! / شایعه 0396,چرا روحانیون به خدمت مقدس سربازی نمیروند؟,0,0.0,Agree,
آخوندها معاف از سربازی هستند! / شایعه 0396,طلاب با سربازی در ۲۸ نهاد کارت پایان خدمت می‌گیرند/ آغاز خدمت وظیفه ۵۰۰ طلبه در آموزش و پرورش,0,0.0,Disagree,
آخوندها معاف از سربازی هستند! / شایعه 0396,معافیت فعالان سمن‌ها از «سربازی» صحت ندارد,0,0.0,Unrelated,
کشف مومیایی جواهرنشان دیاکو، پادشاه ماد در سنندج! / شایعه 0395,"ماجرای کشف ""تابوت‌های طلا"" در کردستان چه بود",0,0.0,Unrelated,
کشف مومیایی جواهرنشان دیاکو، پادشاه ماد در سنندج! / شایعه 0395, کشف مومیایی جواهرنشان دیاکو، پادشاه ماد در سنندج!,0,0.0,Agree,
کشف فرش 1400 ساله با نقش شاهزاده ایرانی در ترکیه! / شایعه 0394,کشف تخت فرش نفیس در ترکیه,0,0.0,Unrelated,
کشف فرش 1400 ساله با نقش شاهزاده ایرانی در ترکیه! / شایعه 0394,1400 میلیارد دلار ثروت شاه و شاهزاده های سعودی,0,0.0,Unrelated,
کشف فرش 1400 ساله با نقش شاهزاده ایرانی در ترکیه! / شایعه 0394,صنعت نفت ایران 106 ساله شد ,0,0.0,Unrelated,
مضرات حکومت اسلامی از نگاه آخوند خراسانی ! / شایعه 0393,مضرات حکومت دینی از نگاه آخوند خراسانی؟ ,0,0.0,Agree,
مضرات حکومت اسلامی از نگاه آخوند خراسانی ! / شایعه 0393,محمد کاظم خراسانی معروف به «آخوند خراسانى» کیست؟ ,0,0.0,Unrelated,
کشف موجود عجیبی در کوههای پاسارگاد ! / شایعه 0392,کشف موجود افسانه‌ای در کوه‌های هیمالیا ,0,0.0,Unrelated,
کشف موجود عجیبی در کوههای پاسارگاد ! / شایعه 0392,عکس برداری از یک موجود عجیب و افسانه ای ,0,0.0,Unrelated,
کشف موجود عجیبی در کوههای پاسارگاد ! / شایعه 0392,موجود عجیب کشف شده در ساحل چالوس چیست؟,0,0.0,Unrelated,
نصب پرچم داعش روی پل کرمانشاه ! / شایعه 0391,شایعه نصب پرچم داعش در کرمانشاه! ,0,0.0,Discuss,
نصب پرچم داعش روی پل کرمانشاه ! / شایعه 0391, متهمان نصب پرچم داعش در شیراز دستگیر شدند,0,0.0,Unrelated,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,عکس نیمه‌برهنه منتسب به دختر نعیمه اشراقی صحت ندارد,0,0.0,Disagree,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,کشف حجاب نوه امام؟!,0,0.0,Unrelated,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,ما فرزندان و نوادگان امام خمینی هستیم!,0,0.0,Unrelated,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,نعیما طاهری نتیجه امام خمینی و ماجرای کشف حجاب,0,0.0,Agree,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,واکنش به انتشار عکس های نتیجه امام(ره) / شاید «نعیما» نخواهد «خمینی» باشد,0,0.0,Unrelated,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,عکس دیده نشده از امام خمینی (ره) و همسرش ,0,0.0,Unrelated,
کشف حجاب نتیجه امام خمینی(ره)! / شایعه 0389,نتیجه تازه متولد شده امام‌ خمینی (ره),0,0.0,Unrelated,
شهادت امامان با آب انگور! / شایعه 0388,امام رضا را با شراب مسموم کردند!؟,0,0.0,Unrelated,
شهادت امامان با آب انگور! / شایعه 0388,چرا علم غیب امام رضا(ع) مانع از خوردن انگور زهرآلود ‌نشد؟,0,0.0,Unrelated,
شهادت امامان با آب انگور! / شایعه 0388,چرا امام رضا(ع) انگور را خورد؟ ,0,0.0,Unrelated,
شهادت امامان با آب انگور! / شایعه 0388,چرا امام رضا(ع) انگور را خورد؟,0,0.0,Unrelated,
شهادت امامان با آب انگور! / شایعه 0388,شرح شهادت امام رضا (ع) در منابع اسلامي,0,0.0,Unrelated,
